tid,loop_in_cs,tp,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,numa,cache_misses,c_ho,c_hod,cnNR,mnNR,threadNR,maxHandover
000,00000000,00405846,00873853,010,00204093,00000000,00000000,001024,000,000,00000008,00204093,01,0000005720654772,00000000,00000000,001,002,016,016
001,00000000,00405695,00901900,010,00204018,00000000,00000000,001024,000,000,00000008,00204018,01,0000005698088321,00000000,00000000,001,002,016,016
002,00000000,00406860,00711657,010,00204339,00000000,00000000,001024,000,000,00000008,00204339,01,0000005726826741,00000000,00000000,001,002,016,016
003,00000000,00407062,00775212,010,00204468,00000000,00000000,001024,000,000,00000008,00204468,01,0000005727630272,00000000,00000000,001,002,016,016
004,00000000,00405956,00000000,010,00203913,00000000,00000000,001024,000,000,00000008,00203913,01,0000005749445308,00000000,00000000,001,002,016,016
005,00000000,00404291,00000000,010,00203379,00000000,00000000,001024,000,000,00000008,00203379,01,0000005798423672,00000000,00000000,001,002,016,016
006,00000000,00404993,00000000,010,00203691,00000000,00000000,001024,000,000,00000008,00203691,01,0000005728064937,00000000,00000000,001,002,016,016
007,00000000,00405953,00000000,010,00204141,00000000,00000000,001024,000,000,00000008,00204141,01,0000005786577138,00000000,00000000,001,002,016,016
008,00000000,00406537,00000000,010,00204466,00000000,00000000,001024,000,000,00000008,00204466,01,0000005681369739,00000000,00000000,001,002,016,016
009,00000000,00407421,00000000,010,00204433,00000000,00000000,001024,000,000,00000008,00204433,01,0000005718106866,00000000,00000000,001,002,016,016
010,00000000,00406073,00000000,010,00204182,00000000,00000000,001024,000,000,00000008,00204182,01,0000005754370917,00000000,00000000,001,002,016,016
011,00000000,00406795,00000000,010,00204106,00000000,00000000,001024,000,000,00000008,00204106,01,0000005679709651,00000000,00000000,001,002,016,016
012,00000000,00407258,00000000,010,00204372,00000000,00000000,001024,000,000,00000008,00204372,01,0000005642643347,00000000,00000000,001,002,016,016
013,00000000,00407295,00000000,010,00204794,00000000,00000000,001024,000,000,00000008,00204794,01,0000005675431275,00000000,00000000,001,002,016,016
014,00000000,00406427,00000000,010,00204401,00000000,00000000,001024,000,000,00000008,00204401,01,0000005678614410,00000000,00000000,001,002,016,016
015,00000000,00398056,00000000,010,00199826,00000000,00000000,001024,000,000,00000008,00199826,01,0000001613352604,00000000,00000000,001,002,016,016
000,00000000,00403780,00796244,010,00203101,00000000,00000000,001024,000,001,00000008,00203101,01,0000005662764347,00000000,00000000,001,002,016,016
001,00000000,00404069,00698702,010,00203024,00000000,00000000,001024,000,001,00000008,00203024,01,0000005628537098,00000000,00000000,001,002,016,016
002,00000000,00404856,00912575,010,00203471,00000000,00000000,001024,000,001,00000008,00203471,01,0000005641966561,00000000,00000000,001,002,016,016
003,00000000,00403711,00839839,010,00203187,00000000,00000000,001024,000,001,00000008,00203187,01,0000005625709672,00000000,00000000,001,002,016,016
004,00000000,00403829,00000000,010,00202731,00000000,00000000,001024,000,001,00000008,00202731,01,0000005657512631,00000000,00000000,001,002,016,016
005,00000000,00403819,00000000,010,00203070,00000000,00000000,001024,000,001,00000008,00203070,01,0000005638089730,00000000,00000000,001,002,016,016
006,00000000,00405146,00000000,010,00203861,00000000,00000000,001024,000,001,00000008,00203861,01,0000005642505379,00000000,00000000,001,002,016,016
007,00000000,00405102,00000000,010,00203389,00000000,00000000,001024,000,001,00000008,00203389,01,0000005645022453,00000000,00000000,001,002,016,016
