lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,numa,cnNR,mnNR,threadNR,maxHandover
0000000,0001021,0000200,0001002,0002295,0002575,0002134,0000009,001024,000,000,00000008,01,001,002,016,016
0000000,0001153,0000612,0001005,0003166,0003597,0002906,0000161,001024,000,000,00000008,01,001,002,016,016
0000000,0001018,0000200,0001002,0002305,0002585,0002154,0000009,001024,000,001,00000008,01,001,002,016,016
0000000,0001157,0000641,0001004,0003156,0003597,0002915,0000167,001024,000,001,00000008,01,001,002,016,016
0000000,0001024,0000200,0001002,0002275,0002565,0002124,0000010,001024,000,002,00000008,01,001,002,016,016
0000000,0001144,0000611,0001006,0003116,0003587,0002896,0000153,001024,000,002,00000008,01,001,002,016,016
0000000,0000551,0000120,0001002,0002374,0002665,0002205,0000011,001024,000,000,00000128,01,001,002,016,016
0000000,0001043,0000621,0001005,0003226,0003657,0003056,0000051,001024,000,000,00000128,01,001,002,016,016
0000000,0000551,0000120,0001002,0002374,0002655,0002204,0000011,001024,000,001,00000128,01,001,002,016,016
0000000,0001038,0000621,0001005,0003266,0003657,0003055,0000047,001024,000,001,00000128,01,001,002,016,016
0000000,0000551,0000121,0001002,0002374,0002665,0002204,0000011,001024,000,002,00000128,01,001,002,016,016
0000000,0001040,0000622,0001006,0003246,0003677,0003055,0000048,001024,000,002,00000128,01,001,002,016,016
0000000,0000531,0000080,0001002,0002395,0002685,0002205,0000011,001024,000,000,00001024,01,001,002,016,016
0000000,0001030,0000551,0001006,0003286,0003737,0003086,0000039,001024,000,000,00001024,01,001,002,016,016
0000000,0000531,0000081,0001002,0002384,0002685,0002205,0000011,001024,000,001,00001024,01,001,002,016,016
0000000,0001030,0000561,0001006,0003256,0003717,0003066,0000039,001024,000,001,00001024,01,001,002,016,016
0000000,0000541,0000081,0001002,0002394,0002685,0002214,0000011,001024,000,002,00001024,01,001,002,016,016
0000000,0001030,0000552,0001006,0003327,0003727,0003075,0000039,001024,000,002,00001024,01,001,002,016,016
0000000,0001007,0000200,0001017,0008747,0003166,0002504,0000010,001024,000,000,00000008,01,004,002,016,016
0000000,0002249,0000581,0001251,0012594,0006422,0005670,0001257,001024,000,000,00000008,01,004,002,016,016
0000000,0001006,0000191,0001016,0008927,0004669,0003897,0000010,001024,001,000,00000008,01,004,002,016,016
0000000,0002209,0000591,0001224,0012835,0006532,0005670,0001227,001024,001,000,00000008,01,004,002,016,016
0000000,0001007,0000200,0001017,0010590,0004950,0004248,0000040,001024,002,000,00000008,01,004,002,016,016
0000000,0001939,0000591,0001229,0013044,0006462,0005691,0000968,001024,002,000,00000008,01,004,002,016,016
0000000,0001007,0000200,0001017,0010619,0004969,0004278,0000041,001024,003,000,00000008,01,004,002,016,016
0000000,0001940,0000541,0001228,0013065,0006462,0005730,0000972,001024,003,000,00000008,01,004,002,016,016
0000000,0000541,0000120,0001012,0008185,0002996,0002395,0000010,001024,000,001,00000008,01,004,002,016,016
0000000,0002509,0000571,0001268,0012233,0006332,0005440,0001534,001024,000,001,00000008,01,004,002,016,016
0000000,0000541,0000130,0001011,0008746,0004809,0004118,0000010,001024,001,001,00000008,01,004,002,016,016
0000000,0002437,0000571,0001234,0012494,0006382,0005581,0001470,001024,001,001,00000008,01,004,002,016,016
0000000,0000551,0000170,0001011,0010469,0005030,0004268,0000032,001024,002,001,00000008,01,004,002,016,016
0000000,0002205,0000611,0001233,0012593,0006372,0005650,0001250,001024,002,001,00000008,01,004,002,016,016
0000000,0000551,0000170,0001011,0010449,0005020,0004258,0000041,001024,003,001,00000008,01,004,002,016,016
0000000,0002190,0000561,0001233,0012553,0006382,0005611,0001234,001024,003,001,00000008,01,004,002,016,016
0000000,0001006,0000191,0001017,0008676,0003186,0002615,0000010,001024,000,002,00000008,01,004,002,016,016
0000000,0002237,0000551,0001253,0012753,0006532,0005701,0001257,001024,000,002,00000008,01,004,002,016,016
0000000,0001004,0000191,0001017,0009187,0004709,0004068,0000010,001024,001,002,00000008,01,004,002,016,016
0000000,0002215,0000591,0001232,0012894,0006582,0005771,0001232,001024,001,002,00000008,01,004,002,016,016
0000000,0001006,0000200,0001017,0010610,0004970,0004278,0000034,001024,002,002,00000008,01,004,002,016,016
0000000,0001924,0000621,0001233,0013025,0006512,0005821,0000965,001024,002,002,00000008,01,004,002,016,016
0000000,0001006,0000201,0001017,0010629,0004989,0004298,0000033,001024,003,002,00000008,01,004,002,016,016
0000000,0001920,0000591,0001232,0013065,0006562,0005821,0000964,001024,003,002,00000008,01,004,002,016,016
0000000,0000521,0000080,0001004,0004318,0004388,0003957,0000010,001024,000,000,00000128,01,004,002,016,016
0000000,0001888,0000521,0001141,0015509,0008666,0008085,0000903,001024,000,000,00000128,01,004,002,016,016
0000000,0000521,0000071,0001004,0004729,0004929,0004288,0000010,001024,001,000,00000128,01,004,002,016,016
0000000,0001908,0000511,0001163,0015429,0008917,0008255,0000912,001024,001,000,00000128,01,004,002,016,016
0000000,0000521,0000060,0001004,0004889,0005220,0004598,0000040,001024,002,000,00000128,01,004,002,016,016
0000000,0001376,0000490,0001172,0014547,0008226,0007785,0000425,001024,002,000,00000128,01,004,002,016,016
0000000,0000521,0000060,0001004,0004879,0005209,0004579,0000038,001024,003,000,00000128,01,004,002,016,016
0000000,0001382,0000491,0001172,0014487,0008185,0007764,0000428,001024,003,000,00000128,01,004,002,016,016
0000000,0000521,0000061,0001005,0005040,0005230,0004689,0000011,001024,000,001,00000128,01,004,002,016,016
0000000,0002063,0000511,0001183,0017342,0009979,0009628,0001074,001024,000,001,00000128,01,004,002,016,016
0000000,0000521,0000061,0001004,0004829,0005180,0004518,0000010,001024,001,001,00000128,01,004,002,016,016
0000000,0002039,0000491,0001168,0016511,0009307,0008717,0001055,001024,001,001,00000128,01,004,002,016,016
0000000,0000521,0000061,0001004,0004969,0005300,0004669,0000042,001024,002,001,00000128,01,004,002,016,016
0000000,0001441,0000481,0001192,0015889,0009077,0008636,0000493,001024,002,001,00000128,01,004,002,016,016
0000000,0000521,0000060,0001004,0004959,0005290,0004649,0000042,001024,003,001,00000128,01,004,002,016,016
0000000,0001445,0000501,0001192,0015870,0009077,0008596,0000494,001024,003,001,00000128,01,004,002,016,016
0000000,0000521,0000070,0001005,0004168,0003567,0003246,0000010,001024,000,002,00000128,01,004,002,016,016
0000000,0001989,0000501,0001175,0016712,0009338,0008796,0001005,001024,000,002,00000128,01,004,002,016,016
0000000,0000521,0000070,0001005,0005210,0005410,0004789,0000011,001024,001,002,00000128,01,004,002,016,016
0000000,0001969,0000511,0001175,0017603,0010169,0009729,0000980,001024,001,002,00000128,01,004,002,016,016
0000000,0000521,0000060,0001004,0004879,0005200,0004579,0000042,001024,002,002,00000128,01,004,002,016,016
0000000,0001410,0000481,0001186,0015850,0009037,0008636,0000460,001024,002,002,00000128,01,004,002,016,016
0000000,0000521,0000060,0001004,0004879,0005209,0004579,0000042,001024,003,002,00000128,01,004,002,016,016
0000000,0001408,0000481,0001185,0015859,0009037,0008616,0000461,001024,003,002,00000128,01,004,002,016,016
0000000,0000531,0000070,0001005,0003767,0003948,0003697,0000010,001024,000,000,00001024,01,004,002,016,016
0000000,0001909,0000461,0001159,0016210,0009198,0008656,0000925,001024,000,000,00001024,01,004,002,016,016
0000000,0000531,0000070,0001005,0005030,0005350,0004739,0000011,001024,001,000,00001024,01,004,002,016,016
0000000,0001909,0000481,0001164,0016371,0009828,0009268,0000914,001024,001,000,00001024,01,004,002,016,016
0000000,0000521,0000060,0001004,0004849,0005269,0004639,0000042,001024,002,000,00001024,01,004,002,016,016
0000000,0001365,0000451,0001181,0015128,0008826,0008375,0000417,001024,002,000,00001024,01,004,002,016,016
0000000,0000521,0000060,0001004,0004859,0005270,0004648,0000042,001024,003,000,00001024,01,004,002,016,016
0000000,0001369,0000451,0001182,0015139,0008797,0008405,0000421,001024,003,000,00001024,01,004,002,016,016
0000000,0000521,0000070,0001005,0003847,0004028,0003777,0000010,001024,000,001,00001024,01,004,002,016,016
0000000,0001883,0000470,0001154,0016111,0009147,0008587,0000897,001024,000,001,00001024,01,004,002,016,016
0000000,0000531,0000070,0001005,0004990,0005310,0004699,0000011,001024,001,001,00001024,01,004,002,016,016
0000000,0001872,0000481,0001157,0016160,0009728,0009137,0000876,001024,001,001,00001024,01,004,002,016,016
0000000,0000521,0000060,0001005,0004859,0005270,0004649,0000042,001024,002,001,00001024,01,004,002,016,016
0000000,0001357,0000431,0001200,0015028,0008736,0008326,0000407,001024,002,001,00001024,01,004,002,016,016
0000000,0000521,0000060,0001005,0004860,0005269,0004639,0000042,001024,003,001,00001024,01,004,002,016,016
0000000,0001356,0000450,0001212,0015018,0008727,0008326,0000406,001024,003,001,00001024,01,004,002,016,016
0000000,0000531,0000070,0001007,0007705,0007995,0007394,0000016,001024,000,002,00001024,01,004,002,016,016
0000000,0001522,0000491,0001093,0022552,0015810,0015379,0000529,001024,000,002,00001024,01,004,002,016,016
0000000,0000531,0000070,0001007,0005951,0005821,0005230,0000010,001024,001,002,00001024,01,004,002,016,016
0000000,0001622,0000481,0001139,0019336,0012874,0012654,0000615,001024,001,002,00001024,01,004,002,016,016
0000000,0000511,0000060,0001006,0005951,0005871,0005320,0000050,001024,002,002,00001024,01,004,002,016,016
0000000,0001210,0000441,0001132,0018795,0012323,0012123,0000277,001024,002,002,00001024,01,004,002,016,016
0000000,0000511,0000060,0001006,0005952,0005871,0005320,0000050,001024,003,002,00001024,01,004,002,016,016
0000000,0001208,0000441,0001132,0018685,0012343,0012093,0000276,001024,003,002,00001024,01,004,002,016,016
